0.918 0.651 0.631 0.418   1.0
0.141 0.210 0.696 0.360   -1.0
0.253 0.334 0.375 0.258   -1.0
0.912 0.675 0.601 0.645   1.0
0.432 0.448 0.991 0.252   1.0
0.952 0.340 0.065 0.927   1.0
0.182 0.238 0.017 0.385   -1.0
0.628 0.735 0.152 0.286   -1.0
0.016 0.465 0.808 0.951   -1.0
0.636 0.350 0.002 0.721   -1.0
0.332 0.875 0.935 0.658   -1.0
0.719 0.987 0.826 0.081   1.0
0.110 0.509 0.305 0.596   -1.0
0.339 0.124 0.800 0.757   1.0
0.004 0.878 0.067 0.123   -1.0
0.580 0.120 0.287 0.963   -1.0
0.400 0.053 0.467 0.603   1.0
0.780 0.590 0.249 0.344   1.0
0.201 0.683 0.675 0.596   1.0
0.071 0.995 0.681 0.236   -1.0
0.644 0.640 0.427 0.017   -1.0
0.917 0.027 0.343 0.295   -1.0
0.796 0.955 0.273 0.655   1.0
0.179 0.462 0.382 0.269   -1.0
0.220 0.892 0.317 0.081   -1.0
0.797 0.497 0.121 0.445   -1.0
0.511 0.588 0.889 0.871   1.0
0.981 0.447 0.002 0.476   -1.0
0.444 0.110 0.390 0.027   -1.0
0.050 0.814 0.168 0.938   1.0
0.294 0.428 0.698 0.715   1.0
0.829 0.226 0.456 0.502   1.0
0.356 0.229 0.268 0.604   -1.0
0.872 0.850 0.637 0.848   1.0
0.934 0.916 0.670 0.485   1.0
0.685 0.298 0.427 0.009   -1.0
0.895 0.395 0.090 0.332   1.0
0.201 0.496 0.941 0.352   -1.0
0.812 0.847 0.560 0.416   -1.0
0.780 0.828 0.463 0.648   1.0
0.240 0.443 0.647 0.271   -1.0
0.373 0.091 0.228 0.333   -1.0
0.385 0.549 0.407 0.825   -1.0
0.133 0.512 0.647 0.353   -1.0
0.278 0.815 0.825 0.593   -1.0
0.908 0.169 0.299 0.738   1.0
0.753 0.119 0.815 0.662   1.0
0.715 0.543 0.992 0.371   1.0
0.194 0.205 0.843 0.478   -1.0
0.044 0.647 0.088 0.105   -1.0
0.917 0.857 0.624 0.684   1.0
0.988 0.458 0.754 0.075   1.0
0.573 0.168 0.037 0.323   -1.0
0.621 0.539 0.343 0.474   -1.0
0.570 0.072 0.220 0.757   -1.0
0.581 0.059 0.127 0.883   -1.0
0.578 0.677 0.703 0.303   1.0
0.582 0.172 0.090 0.791   -1.0
0.859 0.873 0.827 0.777   1.0
0.950 0.796 0.663 0.508   1.0
0.843 0.446 0.843 0.186   1.0
0.597 0.919 0.273 0.182   -1.0
0.670 0.710 0.487 0.443   1.0
0.745 0.066 0.423 0.620   -1.0
0.483 0.768 0.486 0.960   1.0
0.027 0.937 0.140 0.038   1.0
0.987 0.198 0.367 0.940   1.0
0.402 0.019 0.620 0.982   1.0
0.009 0.267 0.352 0.371   -1.0
0.972 0.903 0.599 0.082   1.0
0.805 0.457 0.773 0.101   1.0
0.698 0.717 0.340 0.145   -1.0
0.707 0.807 0.750 0.347   1.0
0.269 0.773 0.158 0.623   -1.0
0.982 0.732 0.054 0.405   1.0
0.771 0.527 0.696 0.169   1.0
0.433 0.143 0.188 0.003   -1.0
0.989 0.192 0.405 0.101   -1.0
0.963 0.637 0.689 0.867   1.0
0.764 0.748 0.580 0.109   1.0
0.731 0.616 0.031 0.533   -1.0
0.506 0.022 0.170 0.836   -1.0
0.399 0.747 0.270 0.783   1.0
0.964 0.916 0.588 0.583   1.0
0.284 0.735 0.141 0.183   -1.0
0.152 0.134 0.035 0.513   -1.0
0.470 0.888 0.684 0.491   1.0
0.505 0.100 0.511 0.539   -1.0
0.092 0.562 0.758 0.096   -1.0
0.423 0.967 0.536 0.490   1.0
0.809 0.331 0.796 0.768   1.0
0.825 0.030 0.013 0.795   -1.0
0.883 0.105 0.648 0.589   1.0
0.433 0.207 0.474 0.104   -1.0
0.614 0.356 0.739 0.592   1.0
0.580 0.523 0.640 0.914   1.0
0.836 0.547 0.385 0.121   -1.0
0.323 0.498 0.434 0.832   1.0
0.648 0.178 0.619 0.495   -1.0
0.366 0.686 0.782 0.282   1.0
0.114 0.282 0.597 0.769   -1.0
0.471 0.425 0.914 0.550   1.0
0.285 0.393 0.574 0.822   1.0
0.911 0.860 0.149 0.972   1.0
0.790 0.216 0.913 0.256   1.0
0.607 0.876 0.853 0.846   1.0
0.072 0.586 0.306 0.554   1.0
0.225 0.345 0.473 0.621   -1.0
0.374 0.655 0.937 0.993   -1.0
0.618 0.681 0.193 0.341   -1.0
0.586 0.342 0.060 0.016   -1.0
0.918 0.255 0.021 0.089   -1.0
0.768 0.248 0.978 0.408   1.0
0.733 0.005 0.514 0.044   -1.0
0.847 0.122 0.059 0.450   -1.0
0.393 0.080 0.862 0.425   -1.0
0.614 0.415 0.823 0.059   -1.0
0.987 0.988 0.224 0.146   1.0
0.866 0.925 0.343 0.566   1.0
0.981 0.751 0.951 0.368   1.0
0.345 0.686 0.721 0.466   1.0
0.711 0.570 0.537 0.751   1.0
0.820 0.841 0.559 0.638   1.0
0.674 0.600 0.640 0.006   -1.0
0.766 0.314 0.802 0.870   1.0
0.359 0.059 0.448 0.301   -1.0
0.995 0.152 0.919 0.443   1.0
0.207 0.135 0.980 0.020   -1.0
0.390 0.760 0.552 0.587   1.0
0.145 0.792 0.937 0.576   1.0
0.373 0.620 0.032 0.869   1.0
0.624 0.727 0.840 0.436   1.0
0.197 0.836 0.534 0.362   -1.0
0.801 0.289 0.835 0.948   1.0
0.365 0.436 0.993 0.483   1.0
0.537 0.012 0.073 0.767   -1.0
0.722 0.638 0.142 0.778   1.0
0.810 0.339 0.593 0.606   1.0
0.087 0.217 0.861 0.486   -1.0
0.039 0.671 0.646 0.970   1.0
0.303 0.092 0.063 0.527   1.0
0.497 0.622 0.238 0.799   1.0
0.504 0.607 0.236 0.768   1.0
0.656 0.533 0.325 0.502   1.0
0.507 0.969 0.658 0.576   1.0
0.830 0.393 0.583 0.867   1.0
0.914 0.659 0.738 0.705   1.0
0.600 0.183 0.923 0.127   -1.0
0.720 0.944 0.001 0.119   -1.0
0.079 0.984 0.467 0.202   -1.0
0.976 0.199 0.225 0.198   -1.0
0.204 0.522 0.333 0.086   -1.0
0.503 0.616 0.161 0.464   -1.0
0.021 0.751 0.334 0.710   -1.0
0.530 0.903 0.746 0.924   1.0
0.460 0.286 0.814 0.155   -1.0
0.517 0.681 0.481 0.498   1.0
0.065 0.210 0.587 0.229   -1.0
0.989 0.910 0.567 0.122   1.0
0.526 0.996 0.082 0.988   1.0
0.394 0.597 0.128 0.277   -1.0
0.033 0.181 0.507 0.364   -1.0
0.689 0.548 0.203 0.942   1.0
0.416 0.376 0.048 0.765   -1.0
0.275 0.594 0.357 0.510   -1.0
0.750 0.992 0.727 0.173   1.0
0.932 0.250 0.804 0.015   1.0
0.066 0.725 0.811 0.620   1.0
0.163 0.661 0.723 0.959   1.0
0.737 0.954 0.364 0.011   1.0
0.670 0.397 0.091 0.012   -1.0
0.805 0.051 0.124 0.439   -1.0
0.134 0.823 0.608 0.211   -1.0
0.167 0.448 0.538 0.500   -1.0
0.163 0.952 0.662 0.045   -1.0
0.180 0.158 0.637 0.384   -1.0
0.467 0.686 0.988 0.689   1.0
0.418 0.693 0.082 0.165   -1.0
0.357 0.174 0.641 0.925   1.0
0.219 0.141 0.429 0.318   -1.0
0.067 0.563 0.503 0.103   -1.0
0.936 0.797 0.964 0.277   -1.0
0.860 0.128 0.309 0.028   -1.0
0.347 0.674 0.633 0.174   -1.0
0.411 0.945 0.128 0.621   1.0
0.717 0.171 0.499 0.641   1.0
0.995 0.877 0.773 0.174   1.0
0.029 0.248 0.799 0.265   -1.0
0.672 0.765 0.976 0.732   1.0
0.920 0.753 0.298 0.669   -1.0
0.704 0.125 0.558 0.834   1.0
0.255 0.630 0.738 0.810   -1.0
0.019 0.519 0.154 0.457   1.0
0.215 0.560 0.634 0.942   1.0
0.408 0.273 0.105 0.210   -1.0
0.574 0.154 0.705 0.162   -1.0
0.496 0.686 0.498 0.502   1.0
0.844 0.737 0.862 0.817   1.0
0.462 0.293 0.112 0.446   -1.0
0.957 0.619 0.175 0.587   1.0
0.737 0.725 0.030 0.400   -1.0
0.156 0.955 0.517 0.866   1.0
0.672 0.773 0.170 0.654   1.0
0.868 0.482 0.049 0.557   -1.0
0.978 0.407 0.955 0.102   1.0
0.484 0.238 0.235 0.927   -1.0
0.904 0.659 0.959 0.947   1.0
0.782 0.150 0.345 0.378   -1.0
