0.668 0.296 0.340 0.764   1.0
0.829 0.666 0.018 0.975   1.0
0.683 0.565 0.644 0.659   1.0
0.440 0.543 0.040 0.252   -1.0
0.030 0.751 0.404 0.730   -1.0
0.555 0.759 0.422 0.513   1.0
0.631 0.873 0.159 0.391   1.0
0.894 0.897 0.911 0.600   1.0
0.067 0.658 0.282 0.454   -1.0
0.822 0.279 0.493 0.423   1.0
0.177 0.622 0.639 0.562   1.0
0.526 0.556 0.490 0.145   -1.0
0.395 0.283 0.102 0.277   1.0
0.013 0.013 0.355 0.908   -1.0
0.635 0.563 0.937 0.901   1.0
0.587 0.858 0.246 0.827   1.0
0.278 0.285 0.636 0.461   -1.0
0.543 0.870 0.712 0.634   1.0
0.644 0.011 0.997 0.782   1.0
0.096 0.053 0.438 0.806   -1.0
0.997 0.909 0.453 0.749   -1.0
0.415 0.841 0.733 0.864   1.0
0.694 0.267 0.928 0.831   1.0
0.080 0.366 0.788 0.662   -1.0
0.613 0.391 0.391 0.981   1.0
0.096 0.039 0.827 0.660   -1.0
0.620 0.074 0.298 0.562   -1.0
0.989 0.767 0.192 0.998   1.0
0.112 0.773 0.008 0.910   -1.0
0.505 0.388 0.333 0.159   -1.0
0.195 0.228 0.097 0.596   -1.0
0.465 0.157 0.492 0.309   -1.0
0.163 0.868 0.650 0.656   1.0
0.408 0.407 0.553 0.442   -1.0
0.180 0.105 0.478 0.025   -1.0
0.388 0.787 0.854 0.901   1.0
0.440 0.256 0.721 0.714   1.0
0.040 0.178 0.475 0.070   -1.0
0.105 0.018 0.194 0.758   -1.0
0.602 0.816 0.194 0.033   -1.0
0.200 0.631 0.902 0.383   1.0
0.177 0.247 0.795 0.715   -1.0
0.898 0.487 0.383 0.701   1.0
0.435 0.106 0.876 0.747   1.0
0.874 0.592 0.682 0.955   1.0
0.957 0.413 0.514 0.459   1.0
0.102 0.423 0.902 0.530   -1.0
0.929 0.356 0.900 0.161   1.0
0.970 0.974 0.384 0.245   1.0
0.009 0.451 0.068 0.004   -1.0
0.411 0.535 0.996 0.602   1.0
0.594 0.694 0.311 0.690   1.0
0.071 0.308 0.296 0.152   -1.0
0.483 0.204 0.081 0.160   -1.0
0.246 0.594 0.541 0.575   -1.0
0.268 0.080 0.327 0.448   1.0
0.508 0.610 0.991 0.225   1.0
0.411 0.243 0.610 0.497   -1.0
0.730 0.023 0.059 0.153   -1.0
0.897 0.438 0.981 0.647   1.0
0.897 0.159 0.197 0.627   -1.0
0.928 0.257 0.732 0.794   1.0
0.290 0.534 0.511 0.191   -1.0
0.479 0.173 0.640 0.772   1.0
0.441 0.062 0.317 0.219   -1.0
0.119 0.402 0.878 0.483   -1.0
0.536 0.418 0.803 0.814   1.0
0.246 0.479 0.848 0.344   -1.0
0.235 0.690 0.847 0.889   1.0
0.961 0.059 0.990 0.666   1.0
0.611 0.822 0.703 0.518   1.0
0.158 0.484 0.180 0.442   -1.0
0.322 0.501 0.768 0.429   1.0
0.393 0.481 0.206 0.607   -1.0
0.726 0.675 0.568 0.518   1.0
0.622 0.299 0.821 0.912   1.0
0.815 0.637 0.495 0.930   1.0
0.783 0.415 0.103 0.512   -1.0
0.131 0.056 0.622 0.629   -1.0
0.240 0.443 0.647 0.271   -1.0
0.742 0.837 0.905 0.094   1.0
0.378 0.960 0.786 0.938   1.0
0.711 0.554 0.790 0.083   1.0
0.600 0.537 0.450 0.069   -1.0
0.456 0.933 0.554 0.349   1.0
0.348 0.058 0.920 0.395   -1.0
0.544 0.398 0.740 0.505   1.0
0.563 0.091 0.463 0.202   -1.0
0.765 0.187 0.735 0.376   1.0
0.597 0.204 0.016 0.082   -1.0
0.509 0.549 0.282 0.059   -1.0
0.216 0.755 0.656 0.597   1.0
0.194 0.831 0.952 0.091   1.0
0.596 0.534 0.936 0.337   1.0
0.961 0.971 0.865 0.580   -1.0
0.760 0.492 0.670 0.398   1.0
0.942 0.929 0.134 0.753   1.0
0.207 0.575 0.424 0.359   -1.0
0.243 0.091 0.937 0.414   -1.0
0.798 0.987 0.749 0.660   1.0
