0.930 0.947 0.374 0.234   1.0
0.804 0.011 0.703 0.523   1.0
0.804 0.433 0.218 0.882   1.0
0.518 0.303 0.182 0.468   -1.0
0.653 0.496 0.316 0.058   -1.0
0.270 0.936 0.969 0.580   1.0
0.253 0.199 0.684 0.694   1.0
0.311 0.328 0.654 0.265   -1.0
0.145 0.792 0.937 0.576   1.0
0.266 0.348 0.707 0.738   1.0
0.245 0.053 0.770 0.384   -1.0
0.070 0.400 0.880 0.471   -1.0
0.886 0.820 0.398 0.428   1.0
0.872 0.966 0.340 0.824   1.0
0.657 0.131 0.923 0.726   1.0
0.947 0.762 0.679 0.050   1.0
0.266 0.868 0.601 0.055   -1.0
0.645 0.474 0.791 0.989   1.0
0.521 0.968 0.076 0.464   1.0
0.247 0.469 0.236 0.188   -1.0
0.417 0.982 0.607 0.409   1.0
0.225 0.096 0.333 0.627   -1.0
0.660 0.279 0.698 0.022   -1.0
0.239 0.417 0.203 0.966   -1.0
0.167 0.505 0.376 0.993   1.0
0.072 0.815 0.538 0.294   -1.0
0.991 0.857 0.979 0.451   1.0
0.374 0.236 0.023 0.759   -1.0
0.301 0.470 0.323 0.586   1.0
0.066 0.860 0.430 0.491   -1.0
0.883 0.429 0.307 0.472   1.0
0.957 0.413 0.514 0.459   1.0
0.844 0.919 0.463 0.540   1.0
0.313 0.058 0.646 0.242   -1.0
0.459 0.574 0.810 0.393   1.0
0.554 0.709 0.217 0.354   -1.0
0.629 0.380 0.801 0.622   1.0
0.643 0.871 0.556 0.734   1.0
0.061 0.329 0.890 0.493   -1.0
0.480 0.617 0.443 0.695   1.0
0.463 0.407 0.395 0.642   -1.0
0.316 0.301 0.102 0.717   -1.0
0.701 0.375 0.889 0.626   1.0
0.746 0.314 0.501 0.284   -1.0
0.390 0.643 0.663 0.233   -1.0
0.674 0.545 0.129 0.619   -1.0
0.996 0.660 0.088 0.743   1.0
0.739 0.545 0.710 0.242   1.0
0.581 0.347 0.084 0.117   -1.0
0.174 0.120 0.438 0.322   -1.0
