1.6779 -0.3024 1
-0.0058 0.6798 1
-0.3565 0.0662 -1
-1.1026 -0.2785 -1
-1.2203 -0.2557 -1
-2.0677 -0.7289 1
-0.9509 0.1454 -1
0.7717 0.4218 -1
-1.5432 0.0034 1
-1.2422 0.7407 1
-1.7764 -0.7565 1
-1.6098 -0.6254 1
1.0302 -0.8901 1
1.0211 -0.5046 -1
-1.1295 0.1269 -1
-1.7684 0.4717 1
1.1494 -0.5868 1
0.9626 0.6409 -1
-1.6268 0.915 1
0.5041 0.9154 1
0.88 0.4738 -1
-0.4393 -0.0347 -1
-0.6137 -0.7608 1
-0.621 -0.7853 1
-1.4402 0.9482 1
0.5322 0.8553 1
0.042 -0.791 1
-0.7254 0.3835 -1
-1.3831 0.3573 1
-1.0911 0.9043 1
-1.5136 -0.7366 1
-3.127 -0.7352 1
-0.4663 0.7344 1
1.6043 0.8349 1
-0.6587 -0.7453 1
-0.0198 0.9666 1
0.7156 0.5494 -1
-1.1109 0.0566 -1
-0.0231 0.8624 1
0.2433 0.2912 -1
0.105 -0.8035 1
-0.2948 0.9688 1
1.8066 -0.4488 1
-0.1014 -0.5654 1
0.23 -0.7647 1
0.3805 0.3695 -1
-1.2297 -0.7727 1
2.7173 -0.057 1
-1.0063 -0.0564 -1
0.1847 0.9562 1
0.1349 -0.8242 1
-0.3056 -0.2282 -1
-1.4165 -0.0064 1
-0.1857 0.1812 -1
-0.2908 0.9422 1
-0.1642 0.3938 -1
-0.3961 -0.9106 1
-1.9523 -0.1063 1
1.0473 0.5021 -1
-0.8447 0.1122 -1
-2.3214 -0.5101 1
-1.4034 -0.4062 1
-0.9894 0.9279 1
-0.0206 -0.8977 1
-0.4811 0.0299 -1
0.5259 -0.2249 -1
-1.1252 0.121 -1
1.3801 0.2867 1
-0.7458 0.9374 1
0.1486 -0.9327 1
0.8044 0.2141 -1
-1.1427 -0.2017 -1
-0.5423 -0.7619 1
-1.9936 0.22 1
0.9372 -0.5331 -1
0.0702 -0.3147 1
1.0564 -0.3878 -1
-2.115 0.5374 1
-0.3058 -0.2188 -1
-0.8915 -0.2017 -1
0.4268 0.0997 -1
0.0313 -0.6951 1
0.0603 0.9918 1
0.3468 -0.0719 -1
0.3244 -0.4478 -1
-0.5451 0.8623 1
-1.5513 -0.9641 1
-2.3075 0.3316 1
0.0874 -0.1214 -1
-0.528 0.9984 1
-1.63 -0.2834 1
-0.6902 0.5023 -1
-0.7456 0.3987 -1
-0.8468 0.9259 1
0.9634 0.1794 -1
-1.3321 0.6091 1
-0.8827 0.1526 -1
-0.266 -0.7936 1
-1.8103 -0.5591 1
-3.5582 -0.7948 1
