0.6075 -0.7789 1
-1.2034 0.0381 -1
-0.6385 -0.9098 1
-1.4982 0.4711 1
-1.5425 -0.1105 1
-1.9421 -0.9881 1
-2.5281 -0.9809 1
0.1654 -0.4014 -1
-0.7218 0.2048 -1
1.7602 0.0913 1
-0.3198 0.5056 -1
0.9212 0.8508 1
-1.1783 0.8167 1
-0.0846 -0.0735 -1
-1.2818 -0.4396 1
0.5589 0.5163 -1
1.7445 0.2132 1
0.9396 -0.0286 -1
-0.2215 -0.3994 -1
-0.5952 0.3886 -1
-2.2503 -0.1059 1
0.0702 -0.3147 1
-0.2702 0.0796 -1
-0.6224 -0.3865 -1
-1.7053 0.3664 1
-1.2982 0.6639 1
-1.2436 0.6338 1
-1.7764 -0.7565 1
-1.5136 -0.7366 1
0.7201 0.5874 -1
-1.7745 -0.1749 1
-1.6233 0.1203 1
-0.1244 -0.0208 -1
-0.1915 -0.0622 -1
0.3077 0.953 1
0.3408 0.6984 1
-0.9983 -0.1113 -1
-0.7916 -0.7348 1
1.6069 0.7967 1
-0.5366 -0.8012 1
-1.5977 0.6474 1
-0.5276 -0.0682 -1
-0.3049 -0.45 -1
-1.7087 -0.1779 1
1.4634 0.6412 1
0.0492 0.2737 1
-0.1642 0.3938 -1
0.921 -0.9602 1
0.5495 -0.0625 -1
1.6012 0.2493 1
