-0.9983 -0.1113 -1
-0.2958 0.7481 1
-1.6233 0.1203 1
0.4268 0.0997 -1
0.7707 0.2483 -1
-0.568 0.1425 -1
-0.1143 0.9154 1
-1.4034 -0.4062 1
-2.2429 -0.2379 1
-0.106 -0.0887 -1
-0.6568 -0.6282 -1
0.3008 0.2974 -1
-0.3079 0.0483 -1
0.2028 -0.9808 1
-1.3894 0.9285 1
-1.8052 -0.4936 1
-0.1858 0.3264 -1
-0.2806 -0.3293 -1
-2.3117 0.5466 1
-1.4841 -0.0432 1
-0.5053 0.8076 1
-0.2444 -0.2618 -1
1.0228 0.5429 -1
-1.4528 0.5643 1
-1.1042 -0.6761 1
-1.0402 0.141 -1
0.0417 0.6652 1
0.2746 -0.776 1
0.2753 0.1249 -1
-0.0336 -0.8302 1
-0.4427 -0.1018 -1
0.3793 0.7386 1
-0.0058 0.6798 1
0.0612 -0.7137 1
1.2051 -0.0645 -1
-0.5067 0.6879 1
0.0074 -0.4978 1
-3.1511 0.1393 1
-1.387 -0.5378 1
-2.2507 -0.871 1
0.3136 -0.59 1
-1.63 -0.2834 1
0.6075 -0.7789 1
-0.5258 0.7124 1
-0.5789 0.8991 1
-0.5451 0.8623 1
0.3077 0.953 1
0.6441 -0.3838 -1
-1.311 0.11 -1
-1.7966 0.3896 1
-1.7053 0.3664 1
-1.4232 -0.8405 1
-1.1295 0.1269 -1
-0.373 0.5916 -1
-2.9743 0.3301 1
-1.3584 0.5124 1
-0.5423 -0.7619 1
0.2641 0.9454 1
-1.4264 0.3085 1
-1.148 0.5529 1
1.0208 -0.7836 1
0.0235 0.9532 1
-1.8537 0.6852 1
-1.5696 -0.8749 1
0.0949 -0.9982 1
-1.5496 0.1704 1
-0.4995 0.4298 -1
-0.2908 0.9422 1
-1.4402 0.9482 1
-1.2223 -0.1336 -1
-0.8194 0.0866 -1
0.7829 -0.7834 1
0.122 -0.6798 1
-1.6601 -0.6244 1
-1.8103 -0.5591 1
-0.3338 0.0461 -1
-1.5425 -0.1105 1
-1.209 0.0406 -1
-0.9356 0.5752 -1
-1.1956 -0.7945 1
0.1523 -0.7949 1
0.1979 0.2054 -1
-0.621 -0.7853 1
-2.3214 -0.5101 1
-0.5423 -0.5318 -1
-2.0018 0.9151 1
0.3036 -0.854 1
-0.4106 0.3387 -1
-1.1264 -0.7031 1
-0.8915 -0.2017 -1
-0.4247 0.8967 1
-1.0083 0.5293 -1
0.2664 -0.6232 1
-2.1777 -0.6244 1
0.1349 -0.8242 1
-1.2033 -0.9554 1
-0.1347 -0.5629 1
-0.2626 0.8383 1
0.9278 -0.9492 1
-0.7254 0.3835 -1
-1.4372 -0.6318 1
-1.078 0.8172 1
-1.4297 0.1338 1
0.0249 0.3637 1
-1.4516 -0.1011 1
-0.528 0.9984 1
0.5376 0.9805 1
0.3173 0.3577 -1
-2.8432 -0.1094 1
-0.181 0.1061 -1
-0.8561 0.0518 -1
0.7978 -0.5011 -1
0.2278 -0.013 -1
-0.2819 0.1174 -1
0.3468 -0.0719 -1
-1.0532 -0.308 -1
-0.5638 0.4866 -1
-1.9543 0.8381 1
0.2175 -0.2026 -1
-0.8331 -0.856 1
-0.2003 0.1204 -1
1.4684 -0.043 1
-0.2392 -0.7174 1
0.9372 -0.5331 -1
-1.9708 -0.9649 1
-0.6416 -0.9329 1
-2.1586 0.1721 1
-0.6565 0.7229 1
-0.6737 -0.4791 -1
-0.1493 -0.3435 -1
-0.8721 0.2965 -1
-0.9241 -0.4201 -1
0.4079 0.622 -1
-0.1642 0.3938 -1
-0.296 -0.7893 1
-0.2938 -0.9007 1
-1.1874 0.9977 1
-0.2207 -0.0541 -1
0.6819 -0.2148 -1
-0.7122 0.2091 -1
-1.4556 -0.7397 1
-0.9753 0.1932 -1
-1.3494 0.3827 1
1.9636 0.0222 1
-1.2422 0.7407 1
0.23 -0.7647 1
-0.0585 0.97 1
-1.5513 -0.9641 1
-1.7282 0.8896 1
-1.0911 0.9043 1
0.0491 0.8123 1
-0.8468 0.9259 1
-0.1483 0.3857 -1
0.488 -0.6988 1
0.3928 -0.9667 1
-1.6098 -0.6254 1
-1.9206 0.1844 1
-0.7632 0.8936 1
-0.2155 -0.5456 1
-1.8065 0.4672 1
-1.5892 0.1303 1
0.3062 -0.9998 1
1.3304 -0.0679 -1
0.7717 0.4218 -1
0.643 0.9485 1
-0.2455 0.914 1
-0.0068 0.5229 1
-0.7916 -0.7348 1
-0.4281 -0.511 -1
-0.3056 -0.2282 -1
1.3716 -0.026 -1
-1.4821 -0.8323 1
1.0895 0.8439 1
-1.4018 0.3347 1
-0.4854 0.5732 -1
3.1415 0.4309 1
1.0564 -0.3878 -1
-1.4165 -0.0064 1
-1.3865 -0.0784 -1
-1.1405 -0.5007 -1
-2.9126 -0.8523 1
-2.3936 0.8781 1
-1.3212 0.5619 1
-0.8275 -0.3905 -1
0.5322 0.8553 1
-0.8194 -0.2377 -1
-0.6446 0.7789 1
0.7254 -0.6559 -1
-0.049 -0.7998 1
